phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
7308597,https://cargo-gas.supernova-desarrollo.com/next/load/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7308597,2021-10-01T14:04:58+00:00,yes,2021-10-01T14:15:15+00:00,yes,Other
7339859,http://nws4ngmtx34tnszeegxijimlct1hmnzmqttixi5h.freehost.ag/,http://www.phishtank.com/phish_detail.php?phish_id=7339859,2021-11-05T12:06:50+00:00,yes,2021-11-05T12:14:30+00:00,yes,Other
7340030,https://storage.googleapis.com/felix_draw/sanday.html#yyy.aspx?fndfdvccgxszcxb1dcdcsrcjc1f7qd96fcbbb43,http://www.phishtank.com/phish_detail.php?phish_id=7340030,2021-11-05T14:30:54+00:00,yes,2021-11-05T15:06:02+00:00,yes,Allegro
6920672,http://confirmnew-payment.com/lloyds,http://www.phishtank.com/phish_detail.php?phish_id=6920672,2021-01-14T02:02:50+00:00,yes,2021-01-14T02:08:06+00:00,yes,Other
7294716,https://gmall-involceview-verilog-auth.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7294716,2021-09-17T02:05:58+00:00,yes,2021-09-17T02:18:16+00:00,yes,Other
7183572,http://facturard.com,http://www.phishtank.com/phish_detail.php?phish_id=7183572,2021-06-18T09:47:11+00:00,yes,2021-07-20T15:05:57+00:00,yes,Other
7272972,http://urlday.cc/6gczc,http://www.phishtank.com/phish_detail.php?phish_id=7272972,2021-08-25T03:00:41+00:00,yes,2021-08-25T03:06:34+00:00,yes,Other
7332790,https://bluecall.org/CPT846784BV47848C74/RD847T48849/FG9474I4P4O858595/,http://www.phishtank.com/phish_detail.php?phish_id=7332790,2021-10-28T15:10:45+00:00,yes,2021-10-29T06:13:47+00:00,yes,ING Direct
7282046,http://pdp.eue.mybluehost.me/lnterac/received/bmo/indexx.php,http://www.phishtank.com/phish_detail.php?phish_id=7282046,2021-09-03T16:00:59+00:00,yes,2021-09-03T16:07:04+00:00,yes,Other
6994759,https://ekaterinaschol.ru/tripwire/css/login.html,http://www.phishtank.com/phish_detail.php?phish_id=6994759,2021-03-01T19:48:41+00:00,yes,2021-04-09T08:02:28+00:00,yes,Other
7338707,https://e-voice-msg-a2dcf4.webflow.io/,http://www.phishtank.com/phish_detail.php?phish_id=7338707,2021-11-04T10:59:45+00:00,yes,2021-11-04T11:10:21+00:00,yes,Other
6985157,http://successgroup.org/ABUSTS/4438aaecb66af193e21be4141b5df215/,http://www.phishtank.com/phish_detail.php?phish_id=6985157,2021-02-24T17:52:51+00:00,yes,2021-02-25T09:21:34+00:00,yes,Microsoft
6563254,https://betebetgirisimiz.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6563254,2020-05-12T21:29:57+00:00,yes,2020-05-12T21:38:48+00:00,yes,Other
7337810,https://www.joingrupsks.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=7337810,2021-11-03T14:02:00+00:00,yes,2021-11-03T14:19:41+00:00,yes,Other
6830985,http://45.76.76.126/,http://www.phishtank.com/phish_detail.php?phish_id=6830985,2020-11-01T12:22:03+00:00,yes,2021-01-16T14:42:46+00:00,yes,GitHub
7336028,http://oraclea45ppsblog.ru/tyuijuyhtgredfgthyujytgrfed/1a42e585d64cb42950683dd687973585/login.html,http://www.phishtank.com/phish_detail.php?phish_id=7336028,2021-11-01T18:00:26+00:00,yes,2021-11-01T18:10:34+00:00,yes,Other
7329773,http://www.integratedsolutions.it/.aadd/,http://www.phishtank.com/phish_detail.php?phish_id=7329773,2021-10-25T22:00:21+00:00,yes,2021-10-25T22:17:32+00:00,yes,Other
7339534,http://deviconfermareiltuonumeroditelefono.vabbuo.it/c0a7db33faf04a1647548d902dd5dd37,http://www.phishtank.com/phish_detail.php?phish_id=7339534,2021-11-05T06:00:29+00:00,yes,2021-11-05T06:11:18+00:00,yes,Other
7174073,https://30v0jdqba94.typeform.com/to/jTRBySoK,http://www.phishtank.com/phish_detail.php?phish_id=7174073,2021-06-14T08:46:36+00:00,yes,2021-07-22T01:46:34+00:00,yes,Other
7296681,http://svri-my-mtb.com/login.php?country=3DUnited%20States&amp;iso=3DUS&amp;online_=,http://www.phishtank.com/phish_detail.php?phish_id=7296681,2021-09-19T15:01:00+00:00,yes,2021-09-19T15:05:14+00:00,yes,Other
7329655,https://mail.pplastmart.com/att/citi,http://www.phishtank.com/phish_detail.php?phish_id=7329655,2021-10-25T21:02:52+00:00,yes,2021-10-25T21:10:10+00:00,yes,Other
7213870,https://forms.gle/bfz2L7i3wvRP5hEb9,http://www.phishtank.com/phish_detail.php?phish_id=7213870,2021-07-05T11:29:54+00:00,yes,2021-08-04T20:24:43+00:00,yes,WalMart
7293835,https://sites.google.com/view/mybtnewbill/bt,http://www.phishtank.com/phish_detail.php?phish_id=7293835,2021-09-16T08:26:29+00:00,yes,2021-09-16T08:35:53+00:00,yes,Other
6877677,https://cz0centrum.com/centrum.cz2/,http://www.phishtank.com/phish_detail.php?phish_id=6877677,2020-12-06T14:19:37+00:00,yes,2020-12-10T07:24:11+00:00,yes,Other
6484076,https://650vm.app.link/eZL4x0N7m5,http://www.phishtank.com/phish_detail.php?phish_id=6484076,2020-04-03T05:39:14+00:00,yes,2020-04-21T13:03:11+00:00,yes,Bank of America Corporation
6332948,http://taijishentie.com/js/index.htm?amp&amp;http:/us.battle.net/login/en?ref=http:/bowaovvus.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=6332948,2019-12-23T23:03:30+00:00,yes,2019-12-24T15:54:00+00:00,yes,Other
7328152,https://portalspkfin.com/QECBRTFWD4,http://www.phishtank.com/phish_detail.php?phish_id=7328152,2021-10-23T15:45:14+00:00,yes,2021-10-24T01:56:12+00:00,yes,Other
6507449,https://hosting2024700.online.pro,http://www.phishtank.com/phish_detail.php?phish_id=6507449,2020-04-15T16:22:46+00:00,yes,2020-04-15T20:09:54+00:00,yes,Other
7304051,https://lnkd.dev/+1448ee,http://www.phishtank.com/phish_detail.php?phish_id=7304051,2021-09-27T14:50:58+00:00,yes,2021-09-27T14:58:45+00:00,yes,Other
6836645,http://otomoto-h229.net/konto.html,http://www.phishtank.com/phish_detail.php?phish_id=6836645,2020-11-05T16:54:01+00:00,yes,2020-11-06T19:14:57+00:00,yes,Other
7339098,https://central.tagmarshal.com//rockmongo/fl/?hash=efafea@efafea.gov,http://www.phishtank.com/phish_detail.php?phish_id=7339098,2021-11-04T17:14:23+00:00,yes,2021-11-05T14:12:32+00:00,yes,American Express
7326115,https://spk-datenmanager.com/D6DO4S4SRC,http://www.phishtank.com/phish_detail.php?phish_id=7326115,2021-10-20T19:30:15+00:00,yes,2021-10-21T01:09:43+00:00,yes,Other
7325754,http://ec2-18-228-138-208.sa-east-1.compute.amazonaws.com/mailer,http://www.phishtank.com/phish_detail.php?phish_id=7325754,2021-10-20T13:00:12+00:00,yes,2021-10-20T14:40:38+00:00,yes,Adobe
7337940,https://attverificationbypj.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=7337940,2021-11-03T14:31:24+00:00,yes,2021-11-03T14:39:34+00:00,yes,Other
6659991,http://izcalttia.com/a?email=user@domain.tld,http://www.phishtank.com/phish_detail.php?phish_id=6659991,2020-07-03T13:15:57+00:00,yes,2020-07-06T12:31:47+00:00,yes,Other
7311762,https://linktr.ee/attonlinelogin,http://www.phishtank.com/phish_detail.php?phish_id=7311762,2021-10-05T13:33:36+00:00,yes,2021-10-09T00:48:29+00:00,yes,Other
7294666,http://watchlove.michaelkorsoutlet2u.cn/ar/,http://www.phishtank.com/phish_detail.php?phish_id=7294666,2021-09-17T02:03:01+00:00,yes,2021-09-17T02:08:48+00:00,yes,Other
6886956,http://xrx6r.mjt.lu/lnk/AMwAAIyFWE0AAAAAAAAAAABs2y4AAAAAF-4AAAAAABaugQBf00XirONdEcXKTUqaR9D47huHfwAWUvg/1/_AJwt6tCXTnoAunlhuZvAg/aHR0cHM6Ly9iaXQubHkvM2d6TGxiVA,http://www.phishtank.com/phish_detail.php?phish_id=6886956,2020-12-11T15:00:33+00:00,yes,2020-12-29T09:39:14+00:00,yes,"eBay, Inc."
7335569,http://uiuhyo.cn/mf9gPWQZ/dbs-wa/,http://www.phishtank.com/phish_detail.php?phish_id=7335569,2021-11-01T04:29:05+00:00,yes,2021-11-01T04:37:58+00:00,yes,HSBC Group
7337467,http://server316.web-hosting.com.file001.xyz/cgi-bin2/mail/inbox/quota/?user=calstatela.edu&amp;email=user@calstatela.edu,http://www.phishtank.com/phish_detail.php?phish_id=7337467,2021-11-03T06:05:03+00:00,yes,2021-11-03T06:19:35+00:00,yes,Other
7254245,https://huynguyen2k.github.io/netflix/,http://www.phishtank.com/phish_detail.php?phish_id=7254245,2021-08-04T02:02:28+00:00,yes,2021-08-04T20:19:35+00:00,yes,Other
7132774,https://href.li/https:/secure-gateway.hipay-tpp.cloud.i-b-s-gmbh.com/?lPISOhXW=TdroWtUM,http://www.phishtank.com/phish_detail.php?phish_id=7132774,2021-05-24T10:03:35+00:00,yes,2021-08-11T07:44:05+00:00,yes,Other
7053536,https://globalinfohost.com/landingpage/dd263864-38a2-466a-be2f-4e5ec6c5e042/uGzr6E6B0OLIVXmWcTp66vpd4QAl3nWPppq4navl15M,http://www.phishtank.com/phish_detail.php?phish_id=7053536,2021-04-01T02:18:12+00:00,yes,2021-04-01T02:30:06+00:00,yes,Other
7339543,http://appeal-form-fb-copyright17285.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7339543,2021-11-05T06:00:55+00:00,yes,2021-11-05T06:11:18+00:00,yes,Other
7255387,http://triggermarketing.biz/ca/ltl/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7255387,2021-08-05T04:00:24+00:00,yes,2021-08-05T04:13:19+00:00,yes,Other
7336877,https://belvedereinfo.com/scss/A/newasb2020/253ad2e507e25ef2563a46459,http://www.phishtank.com/phish_detail.php?phish_id=7336877,2021-11-02T14:04:09+00:00,yes,2021-11-02T14:27:07+00:00,yes,Other
7065369,http://jptechdocsign.net/jpwears,http://www.phishtank.com/phish_detail.php?phish_id=7065369,2021-04-10T14:05:42+00:00,yes,2021-04-10T14:11:40+00:00,yes,Other
6917048,https://ash14213.mfs.gg/oxfIcqR,http://www.phishtank.com/phish_detail.php?phish_id=6917048,2021-01-11T07:07:34+00:00,yes,2021-01-11T07:27:46+00:00,yes,Other
7011004,https://sites.google.com/view/offiice-voice-com/home,http://www.phishtank.com/phish_detail.php?phish_id=7011004,2021-03-09T21:11:08+00:00,yes,2021-04-12T22:27:24+00:00,yes,Other
6834088,http://br622.teste.website/~globa379,http://www.phishtank.com/phish_detail.php?phish_id=6834088,2020-11-04T02:06:17+00:00,yes,2020-11-04T02:21:00+00:00,yes,Other
7339944,https://dpd-pl.124556.space,http://www.phishtank.com/phish_detail.php?phish_id=7339944,2021-11-05T13:43:03+00:00,yes,2021-11-05T13:52:42+00:00,yes,Other
7065163,https://messagerie-orange164.yolasite.com/,http://www.phishtank.com/phish_detail.php?phish_id=7065163,2021-04-10T09:07:44+00:00,yes,2021-04-10T09:13:18+00:00,yes,Other
7338001,https://portal-postch.com/idp/56164/Redsys.html,http://www.phishtank.com/phish_detail.php?phish_id=7338001,2021-11-03T15:57:43+00:00,yes,2021-11-03T16:19:57+00:00,yes,Other
7197303,http://47.99.172.49/wordpress/wp-content/plugins/debugsjs.php,http://www.phishtank.com/phish_detail.php?phish_id=7197303,2021-06-24T19:53:43+00:00,yes,2021-06-24T19:58:44+00:00,yes,Other
7264417,http://mail.czechineseauction.com/center/main/,http://www.phishtank.com/phish_detail.php?phish_id=7264417,2021-08-14T14:00:55+00:00,yes,2021-08-14T14:06:51+00:00,yes,Other
6290647,https://plytecfi-my.sharepoint.com/:o:/g/personal/pasi_puumalainen_plytec_fi/EvIUBI-o5_RGorvTg1PtINYB5Th9mqv-2eV_L8uJkORojg?e=5%3a8603IB&at=9,http://www.phishtank.com/phish_detail.php?phish_id=6290647,2019-11-22T14:47:09+00:00,yes,2019-11-27T01:30:22+00:00,yes,Other
7183891,https://sites.google.com/view/bt-jobs-page001/home?authuser=3,http://www.phishtank.com/phish_detail.php?phish_id=7183891,2021-06-18T13:25:29+00:00,yes,2021-07-30T10:28:20+00:00,yes,Other
6328259,https://bodegalatinacorp-my.sharepoint.com/:x:/r/personal/012dsd_fiestamart_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=t3V5ldmmHrTLw5CYIoHlP9Z4YO7uFNRoP9j1PLYfDKM%3d&docid=1_1d89d259f7e704301aca26ac4dbabaa8d&wdFormId=%7BFEB771E5%2D93EE%2D4015%2D8E87%2DD1C30D0F406A%7D&action=formsubmit&cid=f609fe16-56c4-4e2b-a964-75e250d31c99,http://www.phishtank.com/phish_detail.php?phish_id=6328259,2019-12-20T13:21:34+00:00,yes,2020-01-09T01:18:53+00:00,yes,Other
6711541,https://theumashow.com/wp-includes/face3/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6711541,2020-07-31T03:01:06+00:00,yes,2020-07-31T03:10:13+00:00,yes,Other
7338114,https://amazoieoghnoregjmzong.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7338114,2021-11-03T18:30:51+00:00,yes,2021-11-03T18:39:49+00:00,yes,Other
7228364,http://server003.byethost7.com/?i=1,http://www.phishtank.com/phish_detail.php?phish_id=7228364,2021-07-14T17:28:28+00:00,yes,2021-07-14T17:38:03+00:00,yes,Other
7260878,https://sites.google.com/view/dashesdl00,http://www.phishtank.com/phish_detail.php?phish_id=7260878,2021-08-10T22:12:57+00:00,yes,2021-08-13T08:11:13+00:00,yes,Other
7249640,http://0TNr44.stat-pulse.com/events/statistic/v2/click/eyJ0eXBlIjoiZW1haWwiLCJldmVudF9pZCI6IjJmMDM1YzE0NDVkMDRmMDJiNjI5YjQ3NzZkNDc2OGE3IiwiZXZlbnRzX3VzZXJfbGlzdF9pZCI6MSwibGlua19pZCI6MSwibGlua191cmwiOiJodHRwOlwvXC9XZkdXVFVpRUVFSkpXMUdYTGhma0o2TFh6clc3aDdMVFdVc1Z6V0EyVUQ3OGk2cnB5bTJrcEBnby5wb2t1c2FraTUuY29tXC8wZXMyP1dmR1dUVWlFRUVKSlcxR1hMaGZrSjZMWHpyVzdoN0xUV1VzVnpXQTJVRDc4aTZycHltMmtwIiwiZmxvd19pZCI6MzQxNzE1LCJwYXJlbnRfaWQiOjM0MTcxNCwidXNlcl9pZCI6NzM0MTM3NiwidXJsX2hhc2giOiJmZDc0ZWI4YTc2ZTJjNWVmYTE3ZTIwZjkzYzk5M2NjNSJ9,http://www.phishtank.com/phish_detail.php?phish_id=7249640,2021-07-30T07:27:08+00:00,yes,2021-07-30T07:37:13+00:00,yes,Other
7334327,https://as.money,http://www.phishtank.com/phish_detail.php?phish_id=7334327,2021-10-30T05:48:44+00:00,yes,2021-10-30T05:56:15+00:00,yes,Steam
6318408,https://wellingtoncloud-my.sharepoint.com/personal/lynne_barron_eaglehouseschool_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=5R%2fL6nH%2bT0nFKB7xwYnVZ8N1WumZ0WZ%2fpWKGrI5p6%2fs%3d&docid=1_192cb7c38faeb476cb58ce8f71598361c&wdFormId=%7B3E42BD82%2DB59E%2D403B%2D9998%2D0C2DD21BD5E6%7D&action=formsubmit,http://www.phishtank.com/phish_detail.php?phish_id=6318408,2019-12-12T21:18:10+00:00,yes,2019-12-15T21:36:15+00:00,yes,Other
7323096,http://andromeda-manageer-association-23.web.id/,http://www.phishtank.com/phish_detail.php?phish_id=7323096,2021-10-17T22:50:02+00:00,yes,2021-10-17T22:53:45+00:00,yes,Facebook
7202661,https://bit.ly/PandemicReliefPackage,http://www.phishtank.com/phish_detail.php?phish_id=7202661,2021-06-28T15:03:31+00:00,yes,2021-08-17T20:27:43+00:00,yes,WalMart
7319736,https://www.crpmoney.com/6528f3f143a1db743a30a3c4443d35c8/,http://www.phishtank.com/phish_detail.php?phish_id=7319736,2021-10-14T03:04:07+00:00,yes,2021-10-14T03:14:16+00:00,yes,Other
7319834,http://www.z965.cn/dbs-wa,http://www.phishtank.com/phish_detail.php?phish_id=7319834,2021-10-14T05:23:34+00:00,yes,2021-10-14T05:28:49+00:00,yes,Other
7289139,https://linktr.ee/btesecurebtsa365,http://www.phishtank.com/phish_detail.php?phish_id=7289139,2021-09-11T11:46:47+00:00,yes,2021-09-11T11:53:17+00:00,yes,Other
7337275,http://http.mobile-redirect.k2lwqq7ugx-gjy3mwvdd68q.p.runcloud.link,http://www.phishtank.com/phish_detail.php?phish_id=7337275,2021-11-03T01:45:28+00:00,yes,2021-11-03T01:48:58+00:00,yes,Facebook
7321522,https://spk-update-version3.top/XJ7G3TYQ2Z,http://www.phishtank.com/phish_detail.php?phish_id=7321522,2021-10-15T19:30:59+00:00,yes,2021-10-17T00:39:28+00:00,yes,Other
7250134,https://www-n2q3r.skipdns.link/wp-content/plugins/TOPXOH/12/,http://www.phishtank.com/phish_detail.php?phish_id=7250134,2021-07-30T14:10:23+00:00,yes,2021-07-30T14:14:46+00:00,yes,Other
6711218,http://newsbrigade.com/wp-admin/css/colors/ocean/js/theme.js/inc-style/grece.PayPaI-ID.pro968/myaccount/identity/?cmd=_session=US&amp;amp,http://www.phishtank.com/phish_detail.php?phish_id=6711218,2020-07-30T22:08:09+00:00,yes,2020-07-30T22:32:53+00:00,yes,Other
7339410,https://mesolongi.gr/wp-content/plugins/sKmqR/,http://www.phishtank.com/phish_detail.php?phish_id=7339410,2021-11-05T01:06:26+00:00,yes,2021-11-05T14:12:31+00:00,yes,Internal Revenue Service
7335754,https://s3.amazonaws.com/submit-tax-application2.irs.gov/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7335754,2021-11-01T12:43:11+00:00,yes,2021-11-01T15:59:59+00:00,yes,Internal Revenue Service
7339730,https://aquafundiving.com/,http://www.phishtank.com/phish_detail.php?phish_id=7339730,2021-11-05T09:03:52+00:00,yes,2021-11-05T14:25:23+00:00,yes,Other
6346905,https://alfredtalkelogisticservices-my.sharepoint.com/:x:/r/personal/venus_gardose_talke_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=8EXTkunXRkQOziFS2SyCQMK4OX0ntAo7cIZsaVM5mJc=&amp;docid=1_14abcf62971634e6b8387df30ef7d978b&amp;wdFormId={83A6CFC0-5689-4AA4-AB13-96952B8999BA}&amp;action=formsubmit,http://www.phishtank.com/phish_detail.php?phish_id=6346905,2020-01-07T01:03:33+00:00,yes,2020-01-16T15:56:02+00:00,yes,Microsoft
7311319,http://voda-direct-billing.wtwister.com/,http://www.phishtank.com/phish_detail.php?phish_id=7311319,2021-10-05T02:04:08+00:00,yes,2021-10-05T02:10:35+00:00,yes,Other
7235206,http://servicesonline23.byethost7.com/?i=1,http://www.phishtank.com/phish_detail.php?phish_id=7235206,2021-07-20T01:01:35+00:00,yes,2021-07-20T19:13:06+00:00,yes,Other
7338794,https://marketpalce-axiesinifinity.xyz/metamask/,http://www.phishtank.com/phish_detail.php?phish_id=7338794,2021-11-04T13:48:30+00:00,yes,2021-11-05T14:04:37+00:00,yes,Other
7335285,https://server.558815.cn/powan,http://www.phishtank.com/phish_detail.php?phish_id=7335285,2021-10-31T19:08:17+00:00,yes,2021-11-02T18:20:12+00:00,yes,Other
6891372,http://045a3c0.wcomhost.com/Ameli-assurance/remboursement/login/iframe-page2.html,http://www.phishtank.com/phish_detail.php?phish_id=6891372,2020-12-15T14:09:06+00:00,yes,2020-12-15T14:14:39+00:00,yes,Other
7318129,https://educacionplc.com/wp-content/upgrade/,http://www.phishtank.com/phish_detail.php?phish_id=7318129,2021-10-12T14:49:20+00:00,yes,2021-10-12T16:21:24+00:00,yes,Internal Revenue Service
7338375,https://www.karsnakliyat.com/wp-admin/XX/MicrosoftAccount.html,http://www.phishtank.com/phish_detail.php?phish_id=7338375,2021-11-04T02:01:44+00:00,yes,2021-11-04T02:10:16+00:00,yes,Other
7297499,http://www.delhiescort69.com/images/email.163.com.htm,http://www.phishtank.com/phish_detail.php?phish_id=7297499,2021-09-20T14:01:58+00:00,yes,2021-09-20T14:08:14+00:00,yes,Other
7167067,https://sites.google.com/view/freshtotal/bt,http://www.phishtank.com/phish_detail.php?phish_id=7167067,2021-06-10T10:37:49+00:00,yes,2021-06-10T12:11:10+00:00,yes,Other
7246573,https://docs.google.com/forms/d/1FpyJSOLBPTiDxPf23LQOM1JGHfw7QRvbBBFxXI82PZg/viewform?edit_requested=true,http://www.phishtank.com/phish_detail.php?phish_id=7246573,2021-07-28T07:59:58+00:00,yes,2021-08-10T06:09:28+00:00,yes,Other
7046660,https://www.fb.probox.lk/,http://www.phishtank.com/phish_detail.php?phish_id=7046660,2021-03-27T02:10:40+00:00,yes,2021-03-27T02:14:40+00:00,yes,Other
7086344,https://spk-tanverfahren.de/,http://www.phishtank.com/phish_detail.php?phish_id=7086344,2021-04-26T15:30:08+00:00,yes,2021-05-03T16:59:17+00:00,yes,Other
7335230,https://intern-girokunden-spk.com/LLG0MNN6LB,http://www.phishtank.com/phish_detail.php?phish_id=7335230,2021-10-31T16:45:10+00:00,yes,2021-11-02T18:20:12+00:00,yes,Other
7297731,https://www.brawygds.com/index.php?main_page=login&amp;zenid=r1mtf0563a42d95vtuo8o9qj31,http://www.phishtank.com/phish_detail.php?phish_id=7297731,2021-09-20T16:20:01+00:00,yes,2021-10-04T07:56:17+00:00,yes,Other
7331857,https://oficinavirtualdeclaracionjuradaenlinealey9848.webnode.cr/,http://www.phishtank.com/phish_detail.php?phish_id=7331857,2021-10-27T17:37:02+00:00,yes,2021-10-28T08:38:46+00:00,yes,Other
6777545,http://www.bokepress2020.dns2.us/,http://www.phishtank.com/phish_detail.php?phish_id=6777545,2020-09-21T14:00:34+00:00,yes,2020-09-21T14:56:14+00:00,yes,Other
7319525,https://bit.ly/3var9EO,http://www.phishtank.com/phish_detail.php?phish_id=7319525,2021-10-13T22:32:47+00:00,yes,2021-10-13T22:39:30+00:00,yes,Facebook
7337435,https://server.pnrwfh.top/powan,http://www.phishtank.com/phish_detail.php?phish_id=7337435,2021-11-03T03:42:21+00:00,yes,2021-11-03T05:16:41+00:00,yes,Other
7328385,https://www3.ml.meiceaord.com/,http://www.phishtank.com/phish_detail.php?phish_id=7328385,2021-10-24T01:06:10+00:00,yes,2021-10-24T01:13:58+00:00,yes,Other
7133214,https://myedd-profile.verifyidentity.workers.dev,http://www.phishtank.com/phish_detail.php?phish_id=7133214,2021-05-24T14:56:44+00:00,yes,2021-07-19T16:15:49+00:00,yes,Bank of America Corporation
7280862,https://docs.google.com/forms/d/e/1FAIpQLSd29EcUsrbnXs7zU-3RpK0vCFjoquhTkMICOsBWX-q8vI0WIQ/viewform?usp=send_form,http://www.phishtank.com/phish_detail.php?phish_id=7280862,2021-09-02T13:16:10+00:00,yes,2021-09-05T21:25:22+00:00,yes,Other
7338426,http://metr-maksl6.online,http://www.phishtank.com/phish_detail.php?phish_id=7338426,2021-11-04T02:05:09+00:00,yes,2021-11-05T14:04:38+00:00,yes,Other
7304988,https://linkedin.com/slink?code=g-qtTVmi?userid=VDGI7MTE11J,http://www.phishtank.com/phish_detail.php?phish_id=7304988,2021-09-28T11:52:49+00:00,yes,2021-09-29T00:49:49+00:00,yes,Internal Revenue Service
7334572,https://watchin234diandramas.ru/ghyjuuyhtgrvfcdxs/14befc13b598ada9518d97a182f2700b,http://www.phishtank.com/phish_detail.php?phish_id=7334572,2021-10-30T15:00:53+00:00,yes,2021-10-30T15:06:17+00:00,yes,Other
7288053,https://kennel-buffing.com/update_dropbox/1c5137656208f8669c1d0c2a72370118/,http://www.phishtank.com/phish_detail.php?phish_id=7288053,2021-09-10T03:03:53+00:00,yes,2021-09-10T03:13:47+00:00,yes,Other
6559443,https://matbetgirisimizgir.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6559443,2020-05-11T12:12:37+00:00,yes,2020-05-11T12:15:38+00:00,yes,Other
6542482,https://slack-redir.net/link?url=http://taijishentie.com/js/index.htm?http://us.battle.net/login/en/?ref=http://xwnrssfus.battle.net/d3/en/index&amp;app=com-d3,http://www.phishtank.com/phish_detail.php?phish_id=6542482,2020-05-02T11:01:32+00:00,yes,2020-05-06T00:39:15+00:00,yes,Other
6474869,https://rebrand.ly/668b5,http://www.phishtank.com/phish_detail.php?phish_id=6474869,2020-03-29T00:56:59+00:00,yes,2020-03-29T02:41:58+00:00,yes,Other
4495139,http://qsdqsx.ns12-wistee.fr/index1.html,http://www.phishtank.com/phish_detail.php?phish_id=4495139,2016-09-28T12:37:18+00:00,yes,2017-02-04T22:33:32+00:00,yes,Other
7316347,http://www.slowlinebag.jp/wp-content/cache/login/piebaldly/nosetiology_remould.html,http://www.phishtank.com/phish_detail.php?phish_id=7316347,2021-10-10T22:00:48+00:00,yes,2021-10-10T22:07:47+00:00,yes,Other
7339462,https://server.scmzmg.work/,http://www.phishtank.com/phish_detail.php?phish_id=7339462,2021-11-05T02:43:58+00:00,yes,2021-11-05T02:54:10+00:00,yes,Other
6498746,http://ideonpackaging-my.sharepoint.com/personal/chasem_ideonpackaging_com/_layouts/15/doc.aspx?sourcedoc={efe0bf70-91fe-4df4-9b7f-a1f8f457789a}&amp;action=default&amp;slrid=7638479f-a008-a000-b8aa-ef5f0a6b15f5&amp;originalpath=ahr0chm6ly9pzgvvbnbhy2thz2luzy1tes5zagfyzxbvaw50lmnvbs86bzovcc9jagfzzw0vrw5dxzrpxy1rzljobtmtac1qulhlsm9cv0xqz2jfq0gtq3lnmu5eodvftfz0dz9ydgltzt1lmwhsmk9eyzewzw&amp;cid=9b3eb182-2ad9-4497-b48a-d35f8662bfac,http://www.phishtank.com/phish_detail.php?phish_id=6498746,2020-04-11T01:03:07+00:00,yes,2020-05-01T13:08:53+00:00,yes,Other
6854095,http://www.mobile-portail.live/personal/e/authID=7fDzJ/,http://www.phishtank.com/phish_detail.php?phish_id=6854095,2020-11-18T14:04:33+00:00,yes,2020-11-18T14:22:56+00:00,yes,Other
7278282,https://sites.google.com/view/maillogobt/home,http://www.phishtank.com/phish_detail.php?phish_id=7278282,2021-08-31T05:35:20+00:00,yes,2021-08-31T05:42:09+00:00,yes,Other
6841378,http://serviceclient.site44.com/,http://www.phishtank.com/phish_detail.php?phish_id=6841378,2020-11-09T20:09:01+00:00,yes,2020-11-09T20:13:01+00:00,yes,Other
6648602,https://drive.google.com/file/d/1ZmJm3f6E-MGX8Ev829MD4MxXyd300NBB,http://www.phishtank.com/phish_detail.php?phish_id=6648602,2020-06-25T17:33:01+00:00,yes,2020-07-17T11:06:27+00:00,yes,PayPal
7228665,https://docs.google.com/forms/d/e/1FAIpQLSer-B6q--nVif2Fj7Nbn88dh8LJ-s2yFbGjYUYGwsAcbHm6Lw/viewform,http://www.phishtank.com/phish_detail.php?phish_id=7228665,2021-07-14T22:19:15+00:00,yes,2021-08-25T06:39:57+00:00,yes,Other
7340016,https://home-spk-online.com/B5LUORSW21,http://www.phishtank.com/phish_detail.php?phish_id=7340016,2021-11-05T14:30:37+00:00,yes,2021-11-05T15:06:02+00:00,yes,Other
7207607,https://sites.google.com/view/wkkdbillz7z/bt-business,http://www.phishtank.com/phish_detail.php?phish_id=7207607,2021-07-01T13:05:26+00:00,yes,2021-07-22T04:24:44+00:00,yes,Other
7224921,https://firebasestorage.googleapis.com/v0/b/bus0607clougensatem.appspot.com/o/bus0607clougen%2Findex2bus0607447d066cb774.html?alt=media&amp;token=5baac3e2-5da8-4153-86b4-8971a2ac5892#banko@10acrewood.com,http://www.phishtank.com/phish_detail.php?phish_id=7224921,2021-07-12T04:18:15+00:00,yes,2021-07-20T05:32:33+00:00,yes,Other
